organization_group_id,organization_group_name,petitioner_company_id,petitioner_company_name,petitioner_company_of_primary_beneficiary,beneficiary_id,beneficiary_type,beneficiary_record_opened_date,beneficiary_status,beneficiary_record_retired_date,beneficiary_last_name,beneficiary_first_name,beneficiary_full_name,primary_beneficiary_id,primary_beneficiary_last_name,primary_beneficiary_first_name,relation,gender,date_of_birth,country_of_birth,country_of_citizenship,alien_number,date_of_last_entry_into_the_us,i94_number,i94_status,i94_valid_from,i94_exp_date,current_status,current_status_exp_date,i797_valid_from,i797_exp_date,final_niv_hl_status_valid_from,final_niv_maxout_date,i129s_exp_date,ped_petition_end_date,ead_type,ead_exp_date,ap_exp_date,ds2019_valid_from,ds2019_exp_date,re_entry_permit_exp_date,green_card_exp_date,passport_number,passport_issuing_country,passport_valid_from,passport_exp_date,visa_type,visa_issue_date,visa_exp_date,visa_priority_green_card_method,primary_visa_priority_date,primary_visa_priority_category,primary_visa_country_of_chargeability,visa_priority_note,track_filed,green_card_method,employee_id,work_email_id,current_employer,management_info_employee_id,management_info_department,management_info_dept_group,management_info_dept_number,business_unit_code,hr_info_client_billing_code,job_title,job_location_street,job_location_city,job_location_state,hire_date,management_info_manager,management_info_manager_email,management_info_second_level_manager,management_info_second_level_manager_email,management_info_partner_name,management_info_partner_email,management_info_cost_center,management_info_cost_center_number,management_info_client_billing_code,management_info_business_unit_code,management_info_job_title,management_info_job_status,management_info_job_code,management_info_job_start_date,management_info_job_end_date,management_info_work_address,management_info_job_location_city,management_info_job_location_state
,,625365123,"Charter Communications, Inc.",,627381373,Primary,2/16/2021,Active,0100-01-01,LN 168,FN 168,"LN 168, FN 168",,,,,M,6/17/1986,INDIA,INDIA,123456789,10/16/2019,288120113A2,F-1,10/16/2019,0100-01-01,H-1B,9/30/2024,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,OPT,8/22/2021,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,10/31/2014,10/30/2024,,10/1/2021,9/30/2024,AOS,0100-01-01,,INDIA,,1,AOS,6163537,test2@email,"Charter Communications, Inc.",6163537,Charter,Business Intelligence,,Corporate,,,,,,0100-01-01,L1Manager 168,,L2Manager 168,,HRBP 168,,,,,Corporate,,FY 2022,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627382065,Primary,2/17/2021,Active,0100-01-01,LN 169,FN 169,"LN 169, FN 169",,,,,M,6/18/1986,INDIA,INDIA,A123456789,2/16/2019,73686295056,H-1B,2/16/2019,3/18/2024,H-1B,3/18/2024,0100-01-01,3/18/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,10/29/2015,10/28/2025,,0100-01-01,0100-01-01,AOS,4/4/2017,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.6.21 KAP],0,AOS,6162681,test1@email.com,"Charter Communications, Inc.",6162681,Charter,IT,,Product & Technology,,,,,,4/19/2021,L1Manager 169,,L2Manager 169,,HRBP 169,,,,,Product & Technology,,,,4/19/2021,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627383913,Primary,2/23/2021,Active,0100-01-01,LN 170,FN 170,"LN 170, FN 170",,,,,M,6/19/1986,INDIA,INDIA,123456789,3/6/2016,89880600430,H-1B,3/6/2016,3/16/2024,H-1B,3/16/2024,0100-01-01,3/16/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,4/7/2017,4/6/2027,,2/22/2016,11/20/2017,AOS,10/12/2015,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.13.21 KAP],0,AOS,6163851,test2@email,"Charter Communications, Inc.",6163851,Charter,IT,,Product & Technology,,,,,,4/19/2021,L1Manager 170,,L2Manager 170,,HRBP 170,,,,,Product & Technology,,2021 Conversion Project,,4/19/2021,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627386986,Primary,3/2/2021,Active,0100-01-01,LN 171,FN 171,"LN 171, FN 171",,,,,M,6/20/1986,INDIA,INDIA,,12/6/2019,371790019A2,H-1B,12/6/2019,3/28/2024,H-1B,3/28/2024,0100-01-01,3/28/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,6/5/2015,6/4/2025,,11/19/2019,12/31/2021,AOS,12/10/2015,Emp: 2nd,INDIA,Prior employer I-140 - Charter PERM in process- DAA,0,AOS,6164064,test1@email.com,"Charter Communications, Inc.",6164064,Charter,IT,,Product & Technology,,,,,,4/26/2021,L1Manager 171,,L2Manager 171,,HRBP 171,,,,,Product & Technology,,2021 Conversion Project,,4/26/2021,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627390941,Primary,3/11/2021,Active,0100-01-01,LN 172,FN 172,"LN 172, FN 172",,,,,M,6/21/1986,INDIA,INDIA,,7/8/2018,34691405056,H-1B,7/8/2018,3/7/2022,H-1B,3/7/2022,0100-01-01,3/7/2022,0100-01-01,3/7/2022,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,10/4/2012,10/3/2022,,10/23/2015,9/1/2018,AOS,0100-01-01,,INDIA,,1,AOS,6167166,test2@email,"Charter Communications, Inc.",6167166,Charter,IT,,Product & Technology,,,"Charlotte, NC",,,5/10/2021,L1Manager 172,Chad.Stapleton@charter.com,L2Manager 172,,HRBP 172,,,,,Product & Technology,,2021 Conversion Project,,5/10/2021,0100-01-01,"Charlotte, NC",,
,,625365123,"Charter Communications, Inc.",,627393411,Primary,3/17/2021,Active,0100-01-01,LN 173,FN 173,"LN 173, FN 173",,,,,M,6/22/1986,India,INDIA,,7/8/2019,101083914A2,H-1B,7/8/2019,9/14/2023,H-1B,9/14/2023,0100-01-01,9/14/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,9/7/2016,9/6/2026,,7/3/2019,9/27/2021,AOS,12/13/2019,Emp: 2nd,India,I-140 w/ prior ER [10.7.21 KAP],0,AOS,6167428,test1@email.com,"Charter Communications, Inc.",6167428,Charter,Business Intelligence,,Corporate,,,,,,4/19/2021,L1Manager 173,,L2Manager 173,,HRBP 173,,,,,Corporate,,2021 Conversion Project,,4/19/2021,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627397024,Primary,3/26/2021,Active,0100-01-01,LN 174,FN 174,"LN 174, FN 174",,,,,F,6/23/1986,INDIA,INDIA,,12/9/2019,376085600A2,H-1B,12/9/2019,11/10/2022,H-1B,11/10/2022,0100-01-01,11/10/2022,0100-01-01,11/10/2022,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,8/7/2012,8/6/2022,,12/3/2109,12/31/2019,AOS,0100-01-01,,INDIA,,1,AOS,6167669,test2@email,"Charter Communications, Inc.",6167669,Charter,IT,,Product & Technology,,,,,,0100-01-01,L1Manager 174,,L2Manager 174,,HRBP 174,,,,,Product & Technology,,2021 Conversion Project,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627402460,Primary,4/8/2021,Active,0100-01-01,LN 175,FN 175,"LN 175, FN 175",,,,,M,6/24/1986,INDIA,INDIA,,3/25/2018,87703790256,H-1B,3/25/2018,4/19/2024,H-1B,4/19/2024,0100-01-01,4/19/2024,0100-01-01,4/19/2024,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,8/27/2015,8/26/2025,H-1B,8/16/2017,9/10/2019,AOS,0100-01-01,,INDIA,,1,AOS,6168726,test1@email.com,"Charter Communications, Inc.",6168726,Charter,IT,,Product & Technology,,,,,,6/14/2021,L1Manager 175,,L2Manager 175,,HRBP 175,,,,,Product & Technology,,2021 Conversion Project,,6/14/2021,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627410721,Primary,4/29/2021,Active,0100-01-01,LN 176,FN 176,"LN 176, FN 176",,,,,M,6/25/1986,INDIA,INDIA,,1/20/2016,85950794530,H-1B,1/20/2016,9/30/2023,H-1B,9/30/2023,0100-01-01,9/30/2023,0100-01-01,9/30/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,1/6/2018,12/6/2028,,9/21/2020,9/23/2023,AOS,0100-01-01,,INDIA,,1,AOS,6168676,test2@email,"Charter Communications, Inc.",6168676,Charter,IT,,Product & Technology,,,,,,6/21/2021,L1Manager 176,,L2Manager 176,,HRBP 176,,,,,Product & Technology,,2021 Conversion Project,,6/21/2021,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627412902,Primary,5/5/2021,Active,0100-01-01,LN 177,FN 177,"LN 177, FN 177",,,,,F,6/26/1986,India,India,123456789,9/22/2019,245605590A2,H-1B,9/22/2019,6/1/2024,H-1B,6/1/2024,0100-01-01,6/1/2024,0100-01-01,10/15/2024,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,10/1/2013,9/30/2023,,8/28/2019,7/30/2021,AOS,0100-01-01,,India,,1,AOS,6170442,test1@email.com,"Charter Communications, Inc.",6170442,Charter,IT,,Product & Technology,,,,,,0100-01-01,L1Manager 177,,L2Manager 177,,HRBP 177,,,,,Product & Technology,,2021 Conversion Project,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627412911,Primary,5/5/2021,Active,0100-01-01,LN 178,FN 178,"LN 178, FN 178",,,,,M,6/27/1986,INDIA,INDIA,123456789,12/5/2019,369928341A2,H-1B,12/5/2019,6/20/2024,H-1B,6/20/2024,0100-01-01,6/20/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,9/9/2015,9/8/2025,,9/6/2019,3/11/2021,AOS,7/5/2017,Emp: 3rd,INDIA,I-140 w/prior ER; PERM in process [10.7.21 KAP],0,AOS,6170357,test2@email,"Charter Communications, Inc.",6170357,Charter,IT,,Product & Technology,,,,Englewood,Colorado,0100-01-01,L1Manager 178,,L2Manager 178,,HRBP 178,,,,,Product & Technology,,,,0100-01-01,0100-01-01,,Englewood,Colorado
,,625365123,"Charter Communications, Inc.",,627423651,Primary,6/2/2021,Active,0100-01-01,LN 179,FN 179,"LN 179, FN 179",,,,,M,6/28/1986,INDIA,INDIA,123456789,3/25/2018,92845728385,H-1B,3/25/2018,6/28/2024,H-1B,6/28/2024,0100-01-01,6/28/2024,10/1/2012,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,8/29/2007,8/28/2017,,8/30/2016,9/30/2018,AOS,6/5/2017,Emp: 2nd,INDIA,I-140 w/prior ER / Charter PERM ongoing [10.8.21 KAP],0,AOS,6185176,test1@email.com,"Charter Communications, Inc.",6185176,Charter,Business Intelligence,,Corporate,,,,,,0100-01-01,L1Manager 179,,L2Manager 179,,HRBP 179,,,,,Corporate,,,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627424696,Primary,6/5/2021,Active,0100-01-01,LN 180,FN 180,"LN 180, FN 180",,,,,M,6/29/1986,INDIA,India,,1/13/2020,440815861A2,H-1B,1/13/2020,6/28/2024,H-1B,6/28/2024,0100-01-01,6/28/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,7/8/2012,6/8/2022,,1/2/2020,6/30/2020,AOS,11/5/2012,Emp: 2nd,INDIA,I-140 w/prior ER [10.8.21 KAP],0,AOS,6173017,test2@email,"Charter Communications, Inc.",6173017,Charter,IT,,Product & Technology,,,,,,0100-01-01,L1Manager 180,,L2Manager 180,,HRBP 180,,,,,Product & Technology,,2021 Conversion Project,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627431490,Primary,6/23/2021,Active,0100-01-01,LN 181,FN 181,"LN 181, FN 181",,,,,M,6/30/1986,India,India,A123456789,3/9/2010,23453523623,H1B,3/9/2010,7/19/2024,H-1B,7/19/2024,0100-01-01,7/19/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,7/25/2017,7/24/2027,,6/24/2008,6/19/2013,AOS,4/29/2014,Emp: 2nd,India,I-140 w/prior ER [10.8.21 KAP],0,AOS,6175160,test1@email.com,"Charter Communications, Inc.",6175160,Charter,IT,,Product & Technology,,,,,,0100-01-01,L1Manager 181,,L2Manager 181,,HRBP 181,,,,,Product & Technology,,,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627436723,Primary,7/7/2021,Active,0100-01-01,LN 182,FN 182,"LN 182, FN 182",,,,,M,7/1/1986,India,Indian,,7/2/2018,33635411456,H-1B,7/2/2018,4/13/2023,H-1B,4/13/2023,0100-01-01,4/13/2023,0100-01-01,4/13/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,0100-01-01,5/16/2028,,12/28/2018,9/19/2019,AOS,0100-01-01,,India,,1,AOS,6177771,test2@email,"Charter Communications, Inc.",6177771,Charter,Product,,Product & Technology,,,,,,0100-01-01,L1Manager 182,,L2Manager 182,,HRBP 182,,,,,Product & Technology,,2021 Conversion Project,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627449982,Primary,8/12/2021,Active,0100-01-01,LN 183,FN 183,"LN 183, FN 183",,,,,M,7/2/1986,INDIA,INDIA,123456789,7/8/2018,34715373056,H-1B,7/8/2018,9/19/2024,H-1B,9/19/2024,0100-01-01,9/19/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,3/3/2017,3/2/2027,,6/12/2018,2/14/2019,AOS,7/10/2018,Emp: 2nd,INDIA,I-140 w/prior ER [10.13.21 KAP],0,AOS,6179929,test1@email.com,"Charter Communications, Inc.",6179929,Charter,Customer Operations,,Customer Operations,,,,,,0100-01-01,L1Manager 183,,L2Manager 183,,HRBP 183,,,,,Customer Operations,,,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627456286,Primary,8/31/2021,Active,0100-01-01,LN 184,FN 184,"LN 184, FN 184",,,,,M,7/3/1986,INDIA,INDIA,,10/2/2020,546502056A2,H-1B,10/2/2020,5/1/2024,H-1B,5/1/2024,0100-01-01,5/1/2024,7/30/2017,5/1/2024,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,4/8/2014,4/7/2024,,3/4/2020,7/16/2022,AOS,0100-01-01,,INDIA,,1,AOS,6182886,test2@email,"Charter Communications, Inc.",6182886,Charter,Customer Operations,,Customer Operations,,,,,,0100-01-01,L1Manager 184,,L2Manager 184,,HRBP 184,,,,,Customer Operations,,,,0100-01-01,0100-01-01,,,
,,,,"Charter Communications, Inc.",627459628,Dependent,9/10/2021,Active,0100-01-01,LN 185,FN 185,"LN 185, FN 185",627459590,John,Doe,Spouse,F,7/4/1986,INDIA,INDIA,,7/1/2019,087822112A2,H-4,7/1/2019,9/18/2023,H-4,9/18/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,0100-01-01,0100-01-01,,9/27/2019,12/31/2020,AOS,0100-01-01,,INDIA,,1,AOS,,test1@email.com,,,,,,,,,,,,0100-01-01,L1Manager 185,,L2Manager 185,,HRBP 185,,,,,,,,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627461017,Primary,9/14/2021,Active,0100-01-01,LN 186,FN 186,"LN 186, FN 186",,,,,M,7/5/1986,INDIA,INDIA,123456789,12/28/2018,65612382056,,12/28/2018,12/31/2019,H-1B,12/8/2022,0100-01-01,0100-01-01,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,11/25/2014,11/24/2024,,,,AOS,7/21/2017,Emp: 2nd,INDIA,I-140 w/prior ER [10.21.21 KAP],0,AOS,New Hire,test2@email,"Charter Communications, Inc.",New Hire,Charter,,,Customer Operations,,Sr Software Developer,"14000 Riverport Dr, Maryland Heights",Maryland Heights,MO,0100-01-01,L1Manager 186,LEELA.PERLA@CHARTER.COM,L2Manager 186,,HRBP 186,,3043000621,,,Customer Operations,Sr Software Developer,,,0100-01-01,0100-01-01,"14000 Riverport Dr, Maryland Heights",Maryland Heights,MO
,,,,"Charter Communications, Inc.",627462085,Dependent,9/16/2021,Active,0100-01-01,LN 187,FN 187,"LN 187, FN 187",627461017,LN 186,FN 186,Spouse,F,7/6/1986,INDIA,INDIA,,12/9/2019,74825867556,H-4,2/22/2019,12/8/2022,H-4,12/8/2022,0100-01-01,12/8/2022,0100-01-01,4/4/4000,0100-01-01,12/8/2022,Based on H-4,12/8/2022,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,0100-01-01,0100-01-01,,,,AOS,0100-01-01,,INDIA,,1,AOS,,test1@email.com,,,,,,,,,,,,0100-01-01,L1Manager 187,,L2Manager 187,,HRBP 187,,,,,,,,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627461858,Primary,9/16/2021,Active,0100-01-01,LN 188,FN 188,"LN 188, FN 188",,,,,M,7/7/1986,INDIA,INDIA,A123456789,5/10/2019,88739397156,H-1B,5/10/2019,10/31/2024,H-1B,10/31/2024,0100-01-01,10/31/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,10/14/2016,10/13/2026,,4/29/2019,5/26/2022,AOS,9/17/2014,Emp: 2nd,INDIA,Prior Employer I-140 Approval,0,AOS,6184512,test2@email,"Charter Communications, Inc.",6184512,Charter,IT,,Product & Technology,,Principal Architect II,"13736 Riverport Drive, Maryland Heights, MO  63043",Maryland Heights,MO,0100-01-01,L1Manager 188,Mark.Mandrell@charter.com,L2Manager 188,,HRBP 188,,C05-170-7100-877,,,Product & Technology,Principal Architect II,,,0100-01-01,0100-01-01,"13736 Riverport Drive, Maryland Heights, MO  63043",Maryland Heights,MO
,,,,"Charter Communications, Inc.",627462618,Dependent,9/18/2021,Active,0100-01-01,LN 189,FN 189,"LN 189, FN 189",627461858,LN 188,FN 188,Spouse,F,7/8/1986,INDIA,INDIA,123456789,12/24/2021,734217972A2,H-4,12/24/2021,5/26/2022,H-4,5/26/2022,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,0100-01-01,0100-01-01,,4/29/2019,5/26/2022,AOS,0100-01-01,,INDIA,,1,AOS,,test1@email.com,,,,,,,,,,,,0100-01-01,L1Manager 189,,L2Manager 189,,HRBP 189,,,,,,,,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627462076,Primary,9/16/2021,Active,0100-01-01,LN 190,FN 190,"LN 190, FN 190",,,,,M,7/9/1986,INDIA,INDIA,,10/7/2017,64676794585,H-1B,10/7/2017,5/3/2023,H-1B,5/3/2023,0100-01-01,5/3/2023,0100-01-01,5/3/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,1/27/2020,1/26/2030,,4/1/2017,8/5/2019,AOS,0100-01-01,,INDIA,,1,AOS,NEED,test2@email,"Charter Communications, Inc.",NEED,Charter,IT,,Product & Technology,,Lead Software Engineer ,"6360 S Fiddlers Green Circle, Greenwood Village, CO, 80111",Greenwood Village,CO,0100-01-01,L1Manager 190,Dan.Mattox@charter.com,L2Manager 190,,HRBP 190,,1707100888,,,Product & Technology,Lead Software Engineer ,,,0100-01-01,0100-01-01,"6360 S Fiddlers Green Circle, Greenwood Village, CO, 80111",Greenwood Village,CO
,,625365123,"Charter Communications, Inc.",,627470654,Primary,10/11/2021,Active,0100-01-01,LN 191,FN 191,"LN 191, FN 191",,,,,M,7/10/1986,India,INDIA,,11/26/2019,355717130A2,H-1B,11/26/2019,11/14/2024,H-1B,11/14/2024,0100-01-01,11/14/2024,0100-01-01,9/30/2026,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,6/23/2015,6/22/2025,,,,AOS,0100-01-01,,India,,1,AOS,6187957,test1@email.com,"Charter Communications, Inc.",6187957,Charter,Product,,Product & Technology,,Lead DevOps Engineer ,"6380 S Fiddler's Green Cir, Greenwood Village, CO 80111",,,0100-01-01,L1Manager 191,Marcel.kowynia@charter.com,L2Manager 191,,HRBP 191,,3046500996,,,Product & Technology,Lead DevOps Engineer ,,,0100-01-01,0100-01-01,"6380 S Fiddler's Green Cir, Greenwood Village, CO 80111",,
,,625365123,"Charter Communications, Inc.",,627473965,Primary,10/19/2021,Active,0100-01-01,LN 192,FN 192,"LN 192, FN 192",,,,,M,7/11/1986,Ukraine(USSR),UKRAINE,123456789,3/21/2015,56216605630,B-2,3/21/2015,9/20/2015,Asylee,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,Other,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,UKRAINE,1/20/2011,1/20/2021,,2/15/2012,2/14/2017,AOS,0100-01-01,,Ukraine,,1,AOS,6176448,test2@email,"Charter Communications, Inc.",6176448,Charter,Product,,Product & Technology - Product,,Sr. DevOps Engineer,"6380 S Fiddler's Green Cir, Greenwood Village, CO 80111",Greenwood Village,CO,0100-01-01,L1Manager 192,Marcel.kowynia@charter.com,L2Manager 192,,HRBP 192,,3046500996,,,Product & Technology - Product,Sr. DevOps Engineer,,,0100-01-01,0100-01-01,"6380 S Fiddler's Green Cir, Greenwood Village, CO 80111",Greenwood Village,CO
,,625365123,"Charter Communications, Inc.",,627512289,Primary,2/7/2022,Active,0100-01-01,LN 193,FN 193,"LN 193, FN 193",,,,,M,7/12/1986,INDIA,INDIA,,12/24/2021,733815500A2,H1B,12/24/2021,6/30/2024,H-1B,6/30/2024,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,2/5/2019,2/4/2029,,12/7/2021,6/30/2024,AOS,0100-01-01,,INDIA,,1,AOS,NEED,test1@email.com,"Charter Communications, Inc.",NEED,Charter,Business Intelligence,,Corporate,,BI ETL Developer II,"7800 Crescent Executive Drive, Charlotte, NC 28217",Charlotte,NC,0100-01-01,L1Manager 193,,L2Manager 193,,HRBP 193,,C01-170-7003-744,,,Corporate,BI ETL Developer II,,,0100-01-01,0100-01-01,"7800 Crescent Executive Drive, Charlotte, NC 28217",Charlotte,NC
,,625365123,"Charter Communications, Inc.",,627513137,Primary,2/8/2022,Active,0100-01-01,LN 194,FN 194,"LN 194, FN 194",,,,,M,7/13/1986,INDIA,INDIA,,9/19/2021,665839424A2,H1B,9/19/2021,9/30/2023,H-1B,9/30/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,2/27/2014,2/26/2024,,0100-01-01,9/30/2023,,0100-01-01,,INDIA,,1,,NEED,test2@email,"Charter Communications, Inc.",NEED,CHARTER,Sales ,,Sales & Marketing ,,"Software Engineer, AEM Web Development","Stamford, CT",Stamford,CT,0100-01-01,L1Manager 194,,L2Manager 194,,HRBP 194,,,,,Sales & Marketing ,"Software Engineer, AEM Web Development",,,0100-01-01,0100-01-01,"Stamford, CT",Stamford,CT
,,625365123,"Charter Communications, Inc.",,627513728,Primary,2/9/2022,Active,0100-01-01,LN 195,FN 195,"LN 195, FN 195",,,,,M,7/14/1986,INDIA,INDIA,,9/28/2021,670024704A2,,9/28/2021,5/3/2023,H-1B,5/3/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,5/3/2023,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,4/7/2017,4/6/2027,,9/9/2021,5/3/2023,,0100-01-01,,INDIA,,1,,NEED,test1@email.com,"Charter Communications, Inc.",NEED,CHARTER,Cable Operations,,Cable Operations,,Lead Accessibility Engineer,"Greenwood Village, CO",Greenwood Village,CO,0100-01-01,L1Manager 195,,L2Manager 195,,HRBP 195,,,,,Cable Operations,Lead Accessibility Engineer,,,0100-01-01,0100-01-01,"Greenwood Village, CO",Greenwood Village,CO
,,625365123,"Charter Communications, Inc.",,627514228,Primary,2/10/2022,Active,0100-01-01,LN 196,FN 196,"LN 196, FN 196",,,,,M,7/15/1986,INDIA,INDIA,LIN2025850627,1/21/2022,754284960A2,H1-B,1/21/2022,12/31/2023,H-1B,12/31/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,12/14/2017,12/13/2027,,1/1/2021,12/31/2023,,0100-01-01,,INDIA,,1,,NEED,test2@email,"Charter Communications, Inc.",NEED,CHARTER,Business Intelligence,,Corporate,,BI Application Developer II,"Maryland Heights, MO",Maryland Heights,MO,0100-01-01,L1Manager 196,,L2Manager 196,,HRBP 196,,,,,Corporate,BI Application Developer II,,,0100-01-01,0100-01-01,"Maryland Heights, MO",Maryland Heights,MO
,,625365123,"Charter Communications, Inc.",,626234945,Primary,1/3/2017,Active,0100-01-01,LN 197,FN 197,"LN 197, FN 197",,,,,M,7/16/1986,INDIA,INDIA,123456789,4/4/2018,94840299785,H-1B,4/4/2018,1/14/2023,H-1B,1/14/2023,0100-01-01,1/14/2023,0100-01-01,4/4/4000,0100-01-01,1/14/2023,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,1/31/2012,1/30/2022,,12/11/2017,2/14/2020,AOS,5/17/2013,Emp: 2nd,INDIA,filed by previous employer,0,AOS,6001027,test1@email.com,"Charter Communications, Inc.",6001027,Charter,Product,,Product & Technology,,,,,,1/9/2017,L1Manager 197,,L2Manager 197,,HRBP 197,,,,,Product & Technology,,,,1/9/2017,0100-01-01,,,
